Environment:
	Python: 3.6.8
	PyTorch: 1.7.1
	Torchvision: 0.8.2
	CUDA: 10.2
	CUDNN: 7605
	NumPy: 1.19.5
	PIL: 8.3.2
Args:
	algorithm: IB_IRM
	checkpoint_freq: None
	data_dir: ./domainbed/data/MNIST
	dataset: ColoredMNIST
	holdout_fraction: 0.2
	hparams: None
	hparams_seed: 7
	output_dir: ./sweep_ib_cmnist/b0ec84faa160010721604bfb57d03cbe
	save_model_every_checkpoint: False
	seed: 484459277
	skip_model_save: False
	steps: None
	task: domain_generalization
	test_envs: [1]
	trial_seed: 1
	uda_holdout_fraction: 0
HParams:
	batch_size: 52
	class_balanced: False
	data_augmentation: True
	ib_lambda: 25.07081210189465
	ib_penalty_anneal_iters: 2277
	irm_lambda: 40366.45124230874
	irm_penalty_anneal_iters: 561
	lr: 0.0029879335085287863
	nonlinear_classifier: False
	resnet18: False
	resnet_dropout: 0.5
	weight_decay: 0.0
IB_penalty    IRM_penalty   env0_in_acc   env0_out_acc  env1_in_acc   env1_out_acc  env2_in_acc   env2_out_acc  epoch         loss          mem_gb        nll           step          step_time    
0.0216222070  -0.000015072  0.5268373688  0.5327903986  0.5219371083  0.5122160309  0.4776343280  0.4646378054  0.0000000000  0.6906275153  0.1590900421  0.6906275153  0             0.1661262512 
0.1795081109  0.0854177613  0.3553674738  0.3609087012  0.3931001232  0.3977711102  0.6435420796  0.6311615945  0.2785664542  0.8148864418  0.1632428169  0.8148864418  100           0.0663152742 
0.1805771589  0.0002413063  0.5058924363  0.5128589799  0.5088123426  0.5030004286  0.5099373225  0.4942134591  0.5571329083  0.6942104340  0.1632428169  0.6942104340  200           0.0670729685 
0.1766660516  0.0001589088  0.1012427684  0.0957993999  0.2003535651  0.2102443206  0.8975196871  0.9042006001  0.8356993625  0.6943619883  0.1632428169  0.6943619883  300           0.0644709063 
0.1713696712  0.0002712130  0.5061602743  0.5132876125  0.5090801950  0.5038576940  0.5096158997  0.4937848264  1.1142658167  0.6941025871  0.1632428169  0.6941025871  400           0.0690867448 
0.1631791033  0.0003017830  0.2681058496  0.2661808830  0.3271548722  0.3439777111  0.8066641667  0.8144020574  1.3928322709  0.6934657800  0.1632428169  0.6934657800  500           0.1711115575 
0.0980739431  0.0004265384  0.5058924363  0.5128589799  0.5088123426  0.5030004286  0.5099373225  0.4942134591  1.6713987250  15.926002397  0.1632428169  15.926002397  600           0.1085515833 
0.0041585466  0.0000362959  0.4816263124  0.4837119589  0.4804735630  0.4639948564  0.4479562865  0.4391341620  1.9499651792  2.1600048923  0.1632428169  2.1600048923  700           0.1235279059 
0.0036709124  0.0000180428  0.4941075637  0.4871410201  0.4911876574  0.4969995714  0.4900626775  0.5057865409  2.2285316334  1.4228676668  0.1632428169  1.4228676668  800           0.1291284752 
0.0029899582  0.0000776750  0.5079815727  0.5152164595  0.5100980340  0.5045006429  0.5094551883  0.4929275611  2.5070980875  3.8304462498  0.1632428169  3.8304462498  900           0.1000192285 
0.0022592815  0.0000026319  0.5058924363  0.5128589799  0.5088123426  0.5030004286  0.5099373225  0.4942134591  2.7856645417  0.7997268373  0.1632428169  0.7997268373  1000          0.0794250202 
0.0018819228  0.0000173329  0.5717805871  0.5668666952  0.5557936465  0.5548649807  0.4384207425  0.4382768967  3.0642309959  1.3937615174  0.1632428169  1.3937615174  1100          0.0675725102 
0.0017172778  0.0000000068  0.5058924363  0.5128589799  0.5088123426  0.5030004286  0.5099373225  0.4942134591  3.3427974500  0.6933186007  0.1632428169  0.6933186007  1200          0.0667931628 
0.0016705925  0.0000001430  0.5482108421  0.5467209601  0.5413296191  0.5456493785  0.5092944769  0.5030004286  3.6213639042  0.6988165665  0.1632428169  0.6988165665  1300          0.0695427632 
0.0016886875  0.0000000178  0.5286586672  0.5250750107  0.5242406386  0.5302186027  0.5156157926  0.5102871839  3.8999303584  0.6937589389  0.1632428169  0.6937589389  1400          0.2205237579 
0.0017444841  0.0000005883  0.5058924363  0.5128589799  0.5088123426  0.5030004286  0.5099373225  0.4942134591  4.1784968126  0.7171545881  0.1632428169  0.7171545881  1500          0.1040806627 
0.0021043361  0.0000060214  0.5058924363  0.5128589799  0.5088123426  0.5030004286  0.5099373225  0.4942134591  4.4570632667  0.9369033951  0.1632428169  0.9369033951  1600          0.0870992136 
