Environment:
	Python: 3.6.8
	PyTorch: 1.7.1
	Torchvision: 0.8.2
	CUDA: 10.2
	CUDNN: 7605
	NumPy: 1.19.5
	PIL: 8.3.2
Args:
	algorithm: IB_IRM
	checkpoint_freq: None
	data_dir: ./domainbed/data/MNIST
	dataset: ColoredMNIST
	holdout_fraction: 0.2
	hparams: None
	hparams_seed: 0
	output_dir: ./sweep_ib_cmnist/83c66715cff9063608f0add4e8c83a09
	save_model_every_checkpoint: False
	seed: 1065756993
	skip_model_save: False
	steps: None
	task: domain_generalization
	test_envs: [2]
	trial_seed: 0
	uda_holdout_fraction: 0
HParams:
	batch_size: 64
	class_balanced: False
	data_augmentation: True
	ib_lambda: 100.0
	ib_penalty_anneal_iters: 500
	irm_lambda: 100.0
	irm_penalty_anneal_iters: 500
	lr: 0.001
	nonlinear_classifier: False
	resnet18: False
	resnet_dropout: 0.0
	weight_decay: 0.0
IB_penalty    IRM_penalty   env0_in_acc   env0_out_acc  env1_in_acc   env1_out_acc  env2_in_acc   env2_out_acc  epoch         loss          mem_gb        nll           step          step_time    
0.0217083059  0.0016108127  0.5023569745  0.4980711530  0.4911876574  0.4974282040  0.4943483152  0.4873553365  0.0000000000  0.7175270319  0.1945772171  0.7175270319  0             0.1883420944 
0.1156654577  0.0196902141  0.8960252839  0.9084869267  0.8046820592  0.8002571796  0.1052659774  0.0945135019  0.3428510205  0.4465415344  0.1987299919  0.4465415344  100           0.0555305338 
0.1267806626  0.0077144705  0.8960252839  0.9084869267  0.8046820592  0.8002571796  0.1052659774  0.0945135019  0.6857020410  0.4415806597  0.1987299919  0.4415806597  200           0.0544095755 
0.1296862872  0.0059620271  0.8960252839  0.9084869267  0.8046820592  0.8002571796  0.1052659774  0.0945135019  1.0285530616  0.4366497451  0.1987299919  0.4366497451  300           0.0555468106 
0.1241001146  0.0090028556  0.8960252839  0.9084869267  0.8046820592  0.8002571796  0.1052659774  0.0945135019  1.3714040821  0.4210293928  0.1987299919  0.4210293928  400           0.0542771935 
0.1110649801  0.0070869339  0.7318941504  0.7348906987  0.6873091552  0.6793827690  0.2990303745  0.2841834548  1.7142551026  0.5414930865  0.1987299919  0.5414930865  500           0.2101410055 
0.0017491151  0.0076976417  0.4976430255  0.5019288470  0.5088123426  0.5025717960  0.5056516848  0.5126446635  2.0571061231  1.6308428073  0.1987299919  1.6308428073  600           0.1295767069 
0.0003296592  0.0000375721  0.6651489179  0.6633090441  0.6383457438  0.6485212173  0.4492955483  0.4504929276  2.3999571436  0.7233074313  0.1987299919  0.7233074313  700           0.0932428122 
0.0001569803  -0.000010780  0.4976430255  0.5019288470  0.5088123426  0.5025717960  0.5056516848  0.5126446635  2.7428081641  0.7018802607  0.1987299919  0.7018802607  800           0.1173693442 
0.0001371372  0.0000606365  0.4976965931  0.5019288470  0.5088659131  0.5025717960  0.5056516848  0.5126446635  3.0856591847  0.7059446585  0.1987299919  0.7059446585  900           0.1039236879 
