Environment:
	Python: 3.6.8
	PyTorch: 1.7.1
	Torchvision: 0.8.2
	CUDA: 10.2
	CUDNN: 7605
	NumPy: 1.19.5
	PIL: 8.3.2
Args:
	algorithm: IB_ERM
	checkpoint_freq: None
	data_dir: ./domainbed/data/MNIST
	dataset: ColoredMNIST
	holdout_fraction: 0.2
	hparams: None
	hparams_seed: 2
	output_dir: ./sweep_ib_cmnist/d69c0a67d0173f120a4818c3a3be3317
	save_model_every_checkpoint: False
	seed: 1361051342
	skip_model_save: False
	steps: None
	task: domain_generalization
	test_envs: [0]
	trial_seed: 0
	uda_holdout_fraction: 0
HParams:
	batch_size: 126
	class_balanced: False
	data_augmentation: True
	ib_lambda: 92801.8202459409
	ib_penalty_anneal_iters: 69
	lr: 0.0003207929136369226
	nonlinear_classifier: False
	resnet18: False
	resnet_dropout: 0.5
	weight_decay: 0.0
IB_penalty    env0_in_acc   env0_out_acc  env1_in_acc   env1_out_acc  env2_in_acc   env2_out_acc  epoch         loss          mem_gb        nll           step          step_time    
0.0187288038  0.4949110778  0.5053579083  0.4964375636  0.5072867553  0.4905983822  0.4948564081  0.0000000000  0.7007846832  0.3817253113  0.7007846832  0             0.7807140350 
0.0115764906  0.4949110778  0.5053579083  0.4964375636  0.5072867553  0.4905983822  0.4948564081  0.6749879466  56.326659156  0.3858780861  56.326659156  100           0.1081463981 
0.0001021574  0.5482644097  0.5638662666  0.5492580490  0.5630090013  0.5371511223  0.5426489498  1.3499758933  10.172736539  0.3858780861  10.172736539  200           0.0928314614 
0.0000286319  0.5050889222  0.4946420917  0.5035624364  0.4927132447  0.5094016178  0.5051435919  2.0249638399  3.3497332191  0.3858780861  3.3497332191  300           0.1017122746 
0.0000156097  0.5050889222  0.4946420917  0.5035624364  0.4927132447  0.5094016178  0.5051435919  2.6999517866  2.1412753618  0.3858780861  2.1412753618  400           0.0775562572 
0.0000106180  0.4949110778  0.5053579083  0.4964375636  0.5072867553  0.4905983822  0.4948564081  3.3749397332  1.6784879577  0.3858780861  1.6784879577  500           0.0786288619 
0.0000081579  0.5008035140  0.4952850407  0.5014731880  0.4916416631  0.5172229067  0.5100728676  4.0499276799  1.4501564002  0.3858780861  1.4501564002  600           0.0751774812 
0.0000067098  0.5050889222  0.4946420917  0.5035624364  0.4927132447  0.5094016178  0.5051435919  4.7249156265  1.3156125939  0.3858780861  1.3156125939  700           0.1861814761 
0.0000056746  0.5050889222  0.4946420917  0.5035624364  0.4927132447  0.5094016178  0.5051435919  5.3999035732  1.2196848786  0.3858780861  1.2196848786  800           0.0910031748 
0.0000049876  0.5050889222  0.4946420917  0.5035624364  0.4927132447  0.5094016178  0.5051435919  6.0748915198  1.1560307384  0.3858780861  1.1560307384  900           0.1014483452 
0.0000043804  0.5050889222  0.4946420917  0.5035624364  0.4927132447  0.5094016178  0.5051435919  6.7498794664  1.0996225643  0.3858780861  1.0996225643  1000          0.0938590717 
0.0000039199  0.5050889222  0.4946420917  0.5035624364  0.4927132447  0.5094016178  0.5051435919  7.4248674131  1.0568584871  0.3858780861  1.0568584871  1100          0.1013647914 
0.0000035973  0.5335868867  0.5400771539  0.5412760486  0.5510072868  0.5584185997  0.5501500214  8.0998553597  1.0270154595  0.3858780861  1.0270154595  1200          0.1129525208 
0.0000032352  0.4949110778  0.5053579083  0.4964375636  0.5072867553  0.4905983822  0.4948564081  8.7748433064  0.9933658159  0.3858780861  0.9933658159  1300          0.1198864150 
0.0000029732  0.5050889222  0.4946420917  0.5035624364  0.4927132447  0.5094016178  0.5051435919  9.4498312530  0.9688997167  0.3858780861  0.9688997167  1400          0.0792879844 
0.0000027255  0.5050889222  0.4946420917  0.5035624364  0.4927132447  0.5094016178  0.5051435919  10.124819199  0.9460847515  0.3858780861  0.9460847515  1500          0.0773112988 
0.0000025104  0.5050889222  0.4946420917  0.5035624364  0.4927132447  0.5094016178  0.5051435919  10.799807146  0.9261046064  0.3858780861  0.9261046064  1600          0.0771798992 
0.0000023301  0.5050889222  0.4946420917  0.5035624364  0.4927132447  0.5094016178  0.5051435919  11.474795092  0.9094391352  0.3858780861  0.9094391352  1700          0.1038912845 
0.0000021458  0.5050889222  0.4946420917  0.5035624364  0.4927132447  0.5094016178  0.5051435919  12.149783039  0.8923665166  0.3858780861  0.8923665166  1800          0.0958004332 
0.0000020028  0.5050889222  0.4946420917  0.5035624364  0.4927132447  0.5094016178  0.5051435919  12.824770986  0.8789716172  0.3858780861  0.8789716172  1900          0.1062588739 
0.0000018351  0.4949110778  0.5053579083  0.4964375636  0.5072867553  0.4905983822  0.4948564081  13.499758932  0.8634834909  0.3858780861  0.8634834909  2000          0.1083832979 
0.0000017247  0.5050889222  0.4946420917  0.5035624364  0.4927132447  0.5094016178  0.5051435919  14.174746879  0.8532079190  0.3858780861  0.8532079190  2100          0.1258880544 
0.0000015904  0.4949110778  0.5053579083  0.4964375636  0.5072867553  0.4906519526  0.4948564081  14.849734826  0.8406978357  0.3858780861  0.8406978357  2200          0.0969407058 
0.0000014974  0.5050889222  0.4946420917  0.5035624364  0.4927132447  0.5094016178  0.5051435919  15.524722772  0.8319925964  0.3858780861  0.8319925964  2300          0.0900963640 
0.0000014001  0.5050889222  0.4946420917  0.5035624364  0.4927132447  0.5094016178  0.5051435919  16.199710719  0.8231337142  0.3858780861  0.8231337142  2400          0.0927361751 
0.0000013076  0.5168202271  0.5162880411  0.5196871484  0.5145735105  0.5359190014  0.5293613373  16.874698666  0.8145431679  0.3858780861  0.8145431679  2500          0.0757695341 
0.0000012203  0.4949110778  0.5053579083  0.4964375636  0.5072867553  0.4905983822  0.4948564081  17.549686612  0.8063623154  0.3858780861  0.8063623154  2600          0.0763678360 
0.0000011554  0.5050889222  0.4946420917  0.5035624364  0.4927132447  0.5094016178  0.5051435919  18.224674559  0.8003379411  0.3858780861  0.8003379411  2700          0.0747837925 
0.0000010814  0.4949110778  0.5053579083  0.4964375636  0.5072867553  0.4905983822  0.4948564081  18.899662506  0.7935642415  0.3858780861  0.7935642415  2800          0.1974881649 
0.0000010106  0.5050889222  0.4946420917  0.5035624364  0.4927132447  0.5094016178  0.5051435919  19.574650452  0.7867608064  0.3858780861  0.7867608064  2900          0.0913363385 
0.0000009448  0.4949110778  0.5053579083  0.4964375636  0.5072867553  0.4905983822  0.4948564081  20.249638399  0.7809270746  0.3858780861  0.7809270746  3000          0.0968328238 
0.0000008973  0.4986072423  0.5038576940  0.5016338994  0.5122160309  0.4960089998  0.5019288470  20.924626346  0.7764559078  0.3858780861  0.7764559078  3100          0.0981210160 
0.0000008444  0.5050889222  0.4946420917  0.5035624364  0.4927132447  0.5094016178  0.5051435919  21.599614292  0.7715649414  0.3858780861  0.7715649414  3200          0.0968480635 
0.0000008112  0.5050889222  0.4946420917  0.5035624364  0.4927132447  0.5094016178  0.5051435919  22.274602239  0.7684522790  0.3858780861  0.7684522790  3300          0.1016030717 
0.0000007457  0.5050889222  0.4946420917  0.5035624364  0.4927132447  0.5094016178  0.5051435919  22.949590185  0.7622510844  0.3858780861  0.7622510844  3400          0.1081962419 
0.0000007046  0.5050889222  0.4946420917  0.5035624364  0.4927132447  0.5094016178  0.5051435919  23.624578132  0.7586864501  0.3858780861  0.7586864501  3500          0.0852917147 
0.0000006654  0.5050889222  0.4946420917  0.5035624364  0.4927132447  0.5094016178  0.5051435919  24.299566079  0.7550208551  0.3858780861  0.7550208551  3600          0.0689908361 
0.0000006257  0.5050889222  0.4946420917  0.5035624364  0.4927132447  0.5094016178  0.5051435919  24.974554025  0.7512659395  0.3858780861  0.7512659395  3700          0.0754749942 
0.0000006068  0.5050889222  0.4946420917  0.5035624364  0.4927132447  0.5094016178  0.5051435919  25.649541972  0.7493992442  0.3858780861  0.7493992442  3800          0.0736215472 
0.0000005674  0.5050889222  0.4946420917  0.5035624364  0.4927132447  0.5094016178  0.5051435919  26.324529919  0.7458587968  0.3858780861  0.7458587968  3900          0.2142962646 
0.0000005238  0.5050889222  0.4946420917  0.5035624364  0.4927132447  0.5094016178  0.5051435919  26.999517865  0.7416305637  0.3858780861  0.7416305637  4000          0.1011940694 
0.0000004890  0.5050889222  0.4946420917  0.5035624364  0.4927132447  0.5094016178  0.5051435919  27.674505812  0.7385115051  0.3858780861  0.7385115051  4100          0.0829833198 
0.0000004703  0.5050889222  0.4946420917  0.5035624364  0.4927132447  0.5094016178  0.5051435919  28.349493759  0.7365465486  0.3858780861  0.7365465486  4200          0.0924648857 
0.0000004618  0.4949110778  0.5053579083  0.4964375636  0.5072867553  0.4905983822  0.4948564081  29.024481705  0.7360032874  0.3858780861  0.7360032874  4300          0.0955892134 
0.0000004284  0.5050889222  0.4946420917  0.5035624364  0.4927132447  0.5094016178  0.5051435919  29.699469652  0.7328208107  0.3858780861  0.7328208107  4400          0.0918233037 
0.0000004060  0.5050889222  0.4946420917  0.5035624364  0.4927132447  0.5094016178  0.5051435919  30.374457599  0.7307758683  0.3858780861  0.7307758683  4500          0.0963916850 
0.0000003885  0.5050889222  0.4946420917  0.5035624364  0.4927132447  0.5094016178  0.5051435919  31.049445545  0.7292315102  0.3858780861  0.7292315102  4600          0.0987828565 
0.0000003612  0.4949110778  0.5053579083  0.4964375636  0.5072867553  0.4905983822  0.4948564081  31.724433492  0.7267557728  0.3858780861  0.7267557728  4700          0.0719831920 
0.0000003409  0.5050889222  0.4946420917  0.5035624364  0.4927132447  0.5094016178  0.5051435919  32.399421438  0.7248407578  0.3858780861  0.7248407578  4800          0.0699531937 
0.0000003258  0.4949110778  0.5053579083  0.4964375636  0.5072867553  0.4905983822  0.4948564081  33.074409385  0.7234252262  0.3858780861  0.7234252262  4900          0.0725958276 
0.0000003050  0.5050889222  0.4946420917  0.5035624364  0.4927132447  0.5094016178  0.5051435919  33.749397332  0.7212154359  0.3858780861  0.7212154359  5000          0.0719475174 
